token,web_url,title,posted_time_text,location,mileage_text_raw,mileage_km,year_text,color,brand_model_text,gearbox,fuel_type,base_price_text_raw,base_price_toman,engine_condition,chassis_front_condition,chassis_rear_condition,body_condition,gearbox_condition,description,scraped_at
ganmKjEg,https://divar.ir/v/ganmKjEg,پژو RD مدل 84 شاسی پلمپ,هفته پیش در تهران، شیخ هادی,tehran، sheykh-hadi,۲۵۰۰۰۰,250000,۱۳۸۴ - ۲۰۰۵,یشمی,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۳۳۵,۰۰۰,۰۰۰ تومان",335000000,سالم,سالم و پلمپ,سالم و پلمپ,دوررنگ,سالم و پلمپ,"درود برشما عزیزان،طالبلو هستم کارشناس فروش کارنامه
ماشین دور رنگ
سقف ستون بیرنگ
شاسی پلمپ
فنی و گیربکس کاملا سالم
بدون روغن سوزی و روغن ریزی
کولر و بخاری سالم
فقط تماس پاسخگو هستم


خودرو در پاکینگ شخصی می باشد و به راحتی امکان بازدید دارد  

همراه با کارشناسی رایگان کارنامه در زمان خرید و ضمانت جبران خسارت تا سقف یک میلیاردو دویست میلیون تومان 


شما میتوانید فروش خودروی خودتون رو بدون دردسر،کارشناسی شده و بقیمت روز به تیم حرفه ای کارنامه بسپارید


معامله امن و شفاف از طریق پلتفرم کارنامه

  ساعت پاسخگویی: 8 الی 22
کد اگهی:336414",2026-09-26T02:13:09.345395
ganKJPZt,https://divar.ir/v/ganKJPZt,پژو آردی ۶ سال خوابیده مناسب اسقاط,هفته پیش در تهران، مهران,tehran، hasan-abad-shomali,۲۰۰۰۰۰,200000,۱۳۸۳ - ۲۰۰۴,یشمی,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۲۵۰,۰۰۰,۰۰۰ تومان",250000000,نیاز به تعمیر,سالم و پلمپ,ضربه‌خورده,دوررنگ,سالم و پلمپ,"مدل ۸۳
پژو آردی",2026-09-26T02:13:16.430280
ganOhix7,https://divar.ir/v/ganOhix7,پژو اردی دوگانه سوز,هفته پیش در تهران، اسکندری، خ سوم غربی,tehran، eskandari,۱۶۹۰۰۰,169000,۱۳۸۳ - ۲۰۰۴,یشمی,پژو آر دی (RD) دوگانه سوز CNG,دنده‌ای,دوگانه‌سوز دستی,"‏۳۳۰,۰۰۰,۰۰۰ تومان",330000000,سالم,سالم و پلمپ,سالم و پلمپ,خط و خش جزیی,سالم و پلمپ,"پژو آردی مدل۸۳
رنگ یشمی  انژکتوری هستش
دوگانه‌ سوز دستی 
سیستم گاز سالم و سلامت 
کولر   بخاری سالم 
بیمه و معاینه ۸ماه 
کارکرد واقعی ۱۶۹ هزار کیلومتر 
فقط یه گلگیر رنگ  داره  

کارت سوخت و بقیه مدارک کامل میباشد",2026-09-26T02:14:16.451599
gamCfOhw,https://divar.ir/v/gamCfOhw,اردی۸۵,هفته پیش در تهران، مظاهری، خ خراطی,tehran، mazaheri,۳۰۰۰۰۰,300000,۱۳۸۵ - ۲۰۰۶,سبز,پژو آر دی آی (RDi) بنزینی,دنده‌ای,بنزین,"‏۳۰۰,۰۰۰,۰۰۰ تومان",300000000,سالم,سالم و پلمپ,سالم و پلمپ,دوررنگ,سالم و پلمپ,فنی سالم چندلکه رنگ من دورینگ میگم,2026-09-26T02:14:24.636086
gam2udcy,https://divar.ir/v/gam2udcy,پژوآردی,هفته پیش در تهران، مشیریه، خ خلیج فارس,tehran، moshiriyeh,۳۲۵۰۰۰,325000,۱۳۸۴ - ۲۰۰۵,یشمی,پژو آر دی (RD) دوگانه سوز CNG,دنده‌ای,دوگانه‌سوز دستی,"‏۳۳۰,۰۰۰,۰۰۰ تومان",330000000,سالم,سالم و پلمپ,سالم و پلمپ,خط و خش جزیی,سالم و پلمپ,بیمه 8ماه...باتری نو ...فنی از هر لحاظ سالم ..دوگانه cng,2026-09-26T02:14:32.274421
gamy3kRt,https://divar.ir/v/gamy3kRt,آردی تمیز,هفته پیش در تهران، ازگل,tehran، ozgol,۳۰۰۰۰۰,300000,۱۳۸۴ - ۲۰۰۵,سبز,پژو آر دی آی (RDi) بنزینی,دنده‌ای,بنزین,"‏۱۲,۰۰۰,۰۰۰ تومان",12000000,سالم,ضربه‌خورده,سالم و پلمپ,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,از صفری دست خودم بوده آماده مسافرت,2026-09-26T02:15:27.874638
gamW3OPc,https://divar.ir/v/gamW3OPc,فروش آردی مدل ۸۵,هفته پیش در تهران، شارق، خ فتحنایی,tehran، east-shareq,۲۶۰۰۰۰,260000,۱۳۸۵ - ۲۰۰۶,یشمی,پژو آر دی آی (RDi) بنزینی,دنده‌ای,بنزین,"‏۲۱۰,۰۰۰,۰۰۰ تومان",210000000,نیاز به تعمیر,سالم و پلمپ,سالم و پلمپ,رنگ‌شدگی در ۲ ناحیه,نیاز به تعمیر جزئی,در دو ناحیه رنگ دارد گلیرعقب و در صندوق موتور و گیربکس نیاز به تعمیر دارد قیمت ۲۳۰ میلیون,2026-09-26T02:15:34.076278
gal-Iv0X,https://divar.ir/v/gal-Iv0X,RD 1600,هفته پیش در تهران، امین حضور، خ جاویدی,tehran، aminhozour,۱۳۱۰۰۰,131000,۱۳۸۵ - ۲۰۰۶,یشمی,پژو آر دی آی (RDi) بنزینی,دنده‌ای,بنزین,"‏۴۰۰,۰۰۰,۰۰۰ تومان",400000000,سالم,سالم و پلمپ,سالم و پلمپ,خط و خش جزیی,سالم و پلمپ,"کم کارکرد
دیسک و صفحه نو
بدون رنگ
کولر و بخاری سالم
بیمه یازده ماه
یکسال معاینه فنی
انژکتوری
شیشه برقی
«تخفیف فقط پای معامله»",2026-09-26T02:16:35.848352
galekcYC,https://divar.ir/v/galekcYC,فروش خودرو اردی مدل ۸۴,هفته پیش در تهران، مشیریه، خ سلیمی,tehran، moshiriyeh,۳۲۰۰۰۰,320000,۱۳۸۴ - ۲۰۰۵,یشمی,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۴۰۰,۰۰۰,۰۰۰ تومان",400000000,سالم,سالم و پلمپ,سالم و پلمپ,خط و خش جزیی,سالم و پلمپ,"مدل : ۸۴
رنگ: یشمی بدون رنگ
فنی به شرط سالم بودن 
معاینه فنی: تا برج ۵ سال ۱۴۰۶",2026-09-26T02:16:46.174833
galaSXBE,https://divar.ir/v/galaSXBE,آردی مدل ۸۲,هفته پیش در تهران، شکوفه، خ الماسی,tehran، shokoofeh,۳۵۰۰۰۰,350000,۱۳۸۲ - ۲۰۰۳,سفید,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۲۵۰,۰۰۰,۰۰۰ تومان",250000000,سالم,تعیین‌نشده,تعیین‌نشده,خط و خش جزیی,سالم و پلمپ,موتور تازه تعمیر و ماشین بدون رنگ میباشد لاستیک نو فنی عالی و بیمه ۶ماه واز اول تخفیف بیمه دارد,2026-09-26T02:17:55.781748
gakGkMB8,https://divar.ir/v/gakGkMB8,پژو RD مدل ۸۳ انژکتور فرمان هیدرولیک,۲ هفته پیش در تهران، امام حسین، خ برادران محمدی,tehran، emam-hossein,۲۳۱۰۰۰,231000,۱۳۸۳ - ۲۰۰۴,عدسی,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۲۶۰,۰۰۰,۰۰۰ تومان",260000000,سالم,سالم و پلمپ,سالم و پلمپ,صافکاری بی‌رنگ,سالم و پلمپ,"پژو RDi مدل ۸۳ – انژکتور، فرمان هیدرولیک

فروش پژو RDi مدل ۸۳، انژکتور، فرمان هیدرولیک
بیمه و معاینه فنی تا خرداد سال آینده

وضعیت فنی:
موتور و سواری اوکی، همه چی جعبه
کولر فعال نیست
شاسی عقب سالم
شاسی جلو جوش داره (قبلاً همینطور خریداری شده)

قطعات تازه تعویض شده:
شمع و وایر تازه عوض شده
باتری تازه عوض شده
کارتل، پولس، روغن ترمز، واسکازین و... تازه انجام شده

بدنه و ظاهر:
دور تا دور ماشین جاهای زنگ‌زده رو با رنگ خودش لکه‌گیری کردم
بعضی جاها که نیاز به صافکاری داشته انجام شده
روش ضبط داره

قیمت: ۲۶۰ میلیون تومان

وضعیت ماشین همینه که گفتم، شفاف و صادقانه. برای کسی که دنبال ماشین کارراه‌انداز با قیمت مناسب باشه، گزینه خوبیه. قطعات مصرفی هم تازه انجام شده و خیال خریدار راحته.

 تهران
 برای اطلاعات بیشتر پیام بدید یا تماس بگیرید.",2026-09-26T02:18:03.385185
gak6F0Md,https://divar.ir/v/gak6F0Md,ماشین پژو آردی,۲ هفته پیش در تهران، تهرانپارس غربی، خ علیدوستی,tehran، west-tehranpars,۳۰۰۰,3000,۱۳۸۲ - ۲۰۰۳,طوسی,پژو آر دی آی (RDi) بنزینی,دنده‌ای,بنزین,"‏۲۹۵,۰۰۰,۰۰۰ تومان",295000000,سالم,تعیین‌نشده,تعیین‌نشده,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,"پژو اردی i  مدل۸۲ 
هیدرولیک انژکتور  کولر یخچال 
فنی سالم گیربکس دف بدونه زوزه 
مصرفیها همش عوض شده 
۳ لکه رنگ کاپوت گلگیر جلو 
بیمه ۶ ما 
معاینه ۶ ماه
برای ارتباط با مالک لطفا با شماره زیر تماس بگیرید 
***********",2026-09-26T02:18:58.355741
gakOFjVi,https://divar.ir/v/gakOFjVi,آردی۸۴,۲ هفته پیش در تهران، نارمک جنوبی,tehran، south-narmak,۳۲۰۰۰۰,320000,۱۳۸۴ - ۲۰۰۵,یشمی,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۲۹۵,۰۰۰,۰۰۰ تومان",295000000,سالم,سالم و پلمپ,سالم و پلمپ,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,"موتورسالم،تازه تعمیر
دیسک و صفحه تازه تعویض شده
لاستیک ۸۰درصد
روکش صندلی نو
بازدید در بومهن",2026-09-26T02:19:06.744240
gak2BARR,https://divar.ir/v/gak2BARR,ماشین پژو آر دی,۲ هفته پیش در تهران، دهقان,tehran، dehqan,۳۸۰,380,۱۳۸۴ - ۲۰۰۵,سبز,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۲۶۵,۰۰۰,۰۰۰ تومان",265000000,سالم,ضربه‌خورده,سالم و پلمپ,دوررنگ,سالم و پلمپ,"مدل84
قیمت270میلیون",2026-09-26T02:19:17.596361
gajSr3vJ,https://divar.ir/v/gajSr3vJ,آردی مدل 81 عروسک شاسی پلمپ سرحال و مرتب بدون رنگ,۲ هفته پیش در تهران، مقدم، خ محسنی زرین,tehran، moqadam,۴۰۰۰۰۰,400000,۱۳۸۱ - ۲۰۰۲,عدسی,پژو آر دی (RD) دوگانه سوز CNG,دنده‌ای,بنزین,"‏۲۳۵,۰۰۰,۰۰۰ تومان",235000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"با سلام 
آردی عدسی مدل 81 عروسک شاسی پلمپ سرحال و مرتب 70 درصد بدون رنگ کاپوت جلو و گلگیر راست و درب جلو راست و درب عقب راست و گلگیر عقب راست کامل رنگ شدگی نداره ولی من نوشتم مشکلی پیش نیاد موتور کامل و صفر تا صد تعمیر اساسی شده با فاکتور گیربکس کاملا سالمه و ادوات برقی کاملآ سالم 
بدون آفتاب سوختگی بیمه 10 ماه و معاینه 10 ماه بدون خرج خلاصه ماشین تمیز و مرتب و کاملا سالمه داخل کابین کاملا سالمه و بسیار تمیز آماده انتقال 
مشتری واقعی تماس بگیرد",2026-09-26T02:20:01.002540
ga-ZjjnZ,https://divar.ir/v/ga-ZjjnZ,فروش فوری پژو اردی  انژکتور 83 بنزینی زیر قیمت,ماه پیش در تهران، شادآباد، خ بحری,tehran، shadabad,۲۵۰۰۰۰,250000,۱۳۸۳ - ۲۰۰۴,یشمی,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۲۷۰,۰۰۰,۰۰۰ تومان",270000000,سالم,سالم و پلمپ,سالم و پلمپ,دوررنگ,سالم و پلمپ,"فنی سالم 
شاسی ها پلمب 
تک استارت 
ضبط و باند نو به تازگی روش نصب شده
کارت سوخت و سهمیه بنزین داره
کفپوش سه بعدی ام داره 
فقط خط و خش جزئی داره وگرنه خیلی تمیز و سالم مثل ساعت کار میکنه  
فروش فوری تخفیف جزئی پای معامله",2026-09-26T02:20:11.083534
gaiO4Dte,https://divar.ir/v/gaiO4Dte,پژو آردی مدل ۱۳۸۴,۲ هفته پیش در تهران، خاک سفید، خ بیستم غربی,tehran، khak-sefid,۴۱۷۹۳۸,417938,۱۳۸۴ - ۲۰۰۵,یشمی,پژو آر دی (RD) دوگانه سوز CNG,دنده‌ای,دوگانه‌سوز دستی,"‏۲۴۰,۰۰۰,۰۰۰ تومان",240000000,سالم,رنگ‌شده,سالم و پلمپ,خط و خش جزیی,سالم و پلمپ,ماشین بیرنگ و کاپوت برگشته شیشه جلو ترک خورده  مقداری هم سقف و کاپوت گودی داره کمک عقب یکی به علت .پوسیدگی در اومده که درست کردنش کاری نداره,2026-09-26T02:20:17.378265
gaieWXuC,https://divar.ir/v/gaieWXuC,آردی مدل آخر ۸۴,۲ هفته پیش در تهران، علم و صنعت، بلوار دلاوران,tehran، elm-o-sanat,۳۶۰۰۰۰,360000,۱۳۸۴ - ۲۰۰۵,اطلسی,پژو آر دی آی (RDi) بنزینی,دنده‌ای,بنزین,"‏۳۵۰,۰۰۰,۰۰۰ تومان",350000000,سالم,سالم و پلمپ,سالم و پلمپ,خط و خش جزیی,سالم و پلمپ,"کاملا بی رنگ
فنی سالم",2026-09-26T02:21:06.155896
gaiS2Gnb,https://divar.ir/v/gaiS2Gnb,فروش پژو اردی,۲ هفته پیش در تهران، جیحون، خ مولایی,tehran، jeyhoun,۳۶۵۰۰۰,365000,۱۳۸۵ - ۲۰۰۶,یشمی,پژو آر دی آی (RDi) بنزینی,دنده‌ای,بنزین,"‏۴۰۰,۰۰۰,۰۰۰ تومان",400000000,نیاز به تعمیر,سالم و پلمپ,سالم و پلمپ,خط و خش جزیی,تعمیر شده,"پژو اردی i
مدل ۸۵ 
سند دست اول 
بی رنگ
کارکرد۳۶۵۰۰۰
ثبت نام شده برای واگذاری خودروهای فرسوده
ماشین واشر زده و نیاز ب تعمیر داره",2026-09-26T02:21:12.839817
gaiylaya,https://divar.ir/v/gaiylaya,مدل ۸۶,۲ هفته پیش در تهران، وصفنارد، خ علی احمد امیری,tehran، vasfenard,۲۰۰۰۰۰,200000,۱۳۸۶ - ۲۰۰۷,آبی,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۳۵۰,۰۰۰,۰۰۰ تومان",350000000,سالم,سالم و پلمپ,سالم و پلمپ,خط و خش جزیی,,ماشین فنی سالم شاستی سالم به ماشین  مدل ۸۶ صفر نیست برای طرح فرسوده هم میشه استفاده کرد  برای کار کردن ماشین خوبی هستش خرجی نداره اگه خریداری زنگ بزن وقت هم نگیریم,2026-09-26T02:21:21.353038
gahWGjun,https://divar.ir/v/gahWGjun,ار دی مدل 83 1600کولر درجا,۲ هفته پیش در تهران، راه آهن، خ شوش,tehran، rah-ahan-tehran,۱۷۳۵۹۲,173592,۱۳۸۳ - ۲۰۰۴,یشمی,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۴۱۰,۰۰۰,۰۰۰ تومان",410000000,سالم,تعیین‌نشده,تعیین‌نشده,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,"لاستیک 80درصد بخاری کولر سالم
موتور 4سیلندر 1600 
دارای زاپاس 
دارای سیستم روکش صندلی
یه لکه رنگ 
کارکرد به شرط دیاگ",2026-09-26T02:22:16.819048
gafqh41J,https://divar.ir/v/gafqh41J,خودرو آردی  فروشی,۲ هفته پیش در تهران، شادآباد، خ شهید رجایی,tehran، shadabad,۳۱۵۰۰۰,315000,۱۳۸۳ - ۲۰۰۴,یشمی,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۲۸۰,۰۰۰,۰۰۰ تومان",280000000,سالم,سالم و پلمپ,سالم و پلمپ,دوررنگ,سالم و پلمپ,"یک دستگاه خودروی سواری پژو آردی سالم جلو عقب پلومپ 
 بدونه تصادف   چهار حلقه لاستیک نو  باطری  نو 
 موتور سالم  نیش استارت  جک زاپاس تکمیل همه چیز 
 ضاهر خوش فرم  اماده سفر 
 ماشین خوبی کم مصرف  سوزن انژکتور همه نو  مصرفی همه تکمیل نو شده  
 ظبط و باند پنل دار سیستم عالی 
داخل ماشین تمیز  
مشتری واقعی زنگ بزنه  دلال مزاحم نشه ممنون  خلاصه ماشین سالم هست واسه مصرف کننده   الان موتور این قیمت شده",2026-09-26T02:22:25.072298
gahex3dN,https://divar.ir/v/gahex3dN,طرح جمع آوری خودرو اسقاط تاکسی پژو آردی,۲ هفته پیش در تهران، شوش، خ شهید ابراهیمی,tehran، shoosh,۵۲۰۰۰۰,520000,۱۳۷۲ - ۱۹۹۳,زرد,پژو آر دی (RD) دوگانه سوز CNG,,دوگانه‌سوز دستی,"‏۲۲۰,۰۰۰,۰۰۰ تومان",220000000,نیاز به تعمیر,تعیین‌نشده,تعیین‌نشده,اوراقی,,"اسقاط خودرو های تاکسی 
پژواردی ، و .... بهترین قیمت ممکن تسویه نقدی نامه از تاکسیرانی الزامی است",2026-09-26T02:22:34.506966
gageXyKD,https://divar.ir/v/gageXyKD,فروش,۲ هفته پیش در تهران، والفجر (افسریه)، خ ابن سینا,tehran، valfajr-afsarieh,۷۵۰۰۰۰,750000,۱۳۸۴ - ۲۰۰۵,یشمی,پژو آر دی آی (RDi) بنزینی,دنده‌ای,بنزین,"‏۲۵۰,۰۰۰,۰۰۰ تومان",250000000,سالم,رنگ‌شده,سالم و پلمپ,رنگ‌شدگی در ۱ ناحیه,تعمیر شده,"سلام وقت بخیر
آردی ۸۴ دور رنگ ، بیمه یک سال کامل ، موتور تقویت شده ، کولر سالمه ، جلوبندی ، گیربکس ، دیفرانسیل ، همگی سالم و به شرط ، خودم مکانیک هستم خیلی ساله ماشین دستم هستش و مشکل فنی اصلا نداره فقط ظاهری خرج داره ، نگاه به کارکرد بالای ماشین نکنید فنی کاملا سالم هستش و همچی توسط خودم تعمیر شده.
یاعلی",2026-09-26T02:23:17.608522
gag2WUza,https://divar.ir/v/gag2WUza,آردی مدل ۸۳ انژکتور,۲ هفته پیش در تهران، سرتخت، خ قم,tehran، sartakht-rey,۰,0,۱۳۸۳ - ۲۰۰۴,یشمی,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۲۳۰,۰۰۰,۰۰۰ تومان",230000000,سالم,ضربه‌خورده,سالم و پلمپ,خط و خش جزیی,سالم و پلمپ,"ماشین موتور و گیربکسش نو شده بدون ریالی خرج
مناسب مصرف کننده",2026-09-26T02:23:25.227693
gagK2XpC,https://divar.ir/v/gagK2XpC,پژو آردی 84,۲ هفته پیش در تهران، فیروزآبادی، خ شهید حسین یزدی,tehran، firuzabadi,۲۹۳۰۰۰,293000,۱۳۸۴ - ۲۰۰۵,یشمی,پژو آر دی آی (RDi) بنزینی,دنده‌ای,بنزین,"‏۳۳۰,۰۰۰,۰۰۰ تومان",330000000,سالم,سالم و پلمپ,سالم و پلمپ,دوررنگ,سالم و پلمپ,"موتور تعمیر شده 
دینام تعویض شده 
دیسک صفحه تعویض شده 
مصرفی ها تعویض شده 
بیمه تا دیماه ، معاینه فنی یکسال 
تخفیف جزئی بعد از بازدید",2026-09-26T02:24:32.862731
gagiFC5e,https://divar.ir/v/gagiFC5e,آردی مدل ۸۴,۲ هفته پیش در تهران، زاهد گیلانی، خ مشایخی,tehran، zahed-gilani,۲۵۰۰۰۰,250000,۱۳۸۴ - ۲۰۰۵,سبز,پژو آر دی (RD) دوگانه سوز CNG,دنده‌ای,دوگانه‌سوز شرکتی,"‏۲۵۹,۰۰۰,۰۰۰ تومان",259000000,سالم,سالم و پلمپ,سالم و پلمپ,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,"فنی خوب 
مناسب مصرف کننده",2026-09-26T02:24:39.376722
gagihLj8,https://divar.ir/v/gagihLj8,پژواردی مدل ۷۹,۲ هفته پیش در تهران، استخر، خ شهید صدوقی,tehran، estakhr,۲۰۰۰۰۰,200000,۱۳۷۹ - ۲۰۰۰,سبز,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۲۶۰,۰۰۰,۰۰۰ تومان",260000000,سالم,سالم و پلمپ,سالم و پلمپ,خط و خش جزیی,سالم و پلمپ,کارکرد پایین . شاسی پلمپ . بیمه کامل یک ساله .لاستیک ۶۰ یا ۷۰ درصد . بی صدا و نرم,2026-09-26T02:24:49.773978
gafO_9z_,https://divar.ir/v/gafO_9z_,آردی انژکتور,۲ هفته پیش در تهران، آهنگ، بلوار ابوذر,tehran، ahang,۵۰۰۰۰۰,500000,۱۳۸۲ - ۲۰۰۳,سفید,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۲۲۵,۰۰۰,۰۰۰ تومان",225000000,سالم,ضربه‌خورده,سالم و پلمپ,رنگ‌شدگی در ۱ ناحیه,تعمیر شده,"مدل ۸۲ انژکتور سفید
کولر روشن
چند لکه رنگ
فوری پول لازم",2026-09-26T02:25:42.834458
gafGxZIb,https://divar.ir/v/gafGxZIb,آردی ۸۴,۲ هفته پیش در تهران، دولاب، خ سعید فهیم‌پور,tehran، doolab,۱۶۹۰۰۰,169000,۱۳۸۴ - ۲۰۰۵,سرمه‌ای,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۴۵۰,۰۰۰,۰۰۰ تومان",450000000,سالم,رنگ‌شده,رنگ‌شده,خط و خش جزیی,نیاز به تعمیر جزئی,آردی آخر ۸۳ ۱۶۹ تا کارکرد بعضی جاها رنگ شده و خط و خش جزئی و تمیز و سالم,2026-09-26T02:25:54.400201
gaeyZZ_J,https://divar.ir/v/gaeyZZ_J,پژو ار دی ۸۳,۲ هفته پیش در تهران، آبشار تهران (دریاچه)، بلوار مکری شرقی,tehran، abshar-tehran,۳۰۰۰۰۰,300000,۱۳۸۳ - ۲۰۰۴,یشمی,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۳۳۰,۰۰۰,۰۰۰ تومان",330000000,سالم,ضربه‌خورده,ضربه‌خورده,خط و خش جزیی,تعمیر شده,پژو آردی ۸۳,2026-09-26T02:26:03.962396
gadOdDhZ,https://divar.ir/v/gadOdDhZ,ماشین rd,۲ هفته پیش در تهران، افسریه شمالی، خ بازدار,tehran، afsariyeh,۳۶۰۰۰۰,360000,۱۳۸۴ - ۲۰۰۵,سبز,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۳۷۰,۰۰۰,۰۰۰ تومان",370000000,سالم,تعیین‌نشده,سالم و پلمپ,رنگ‌شدگی در ۱ ناحیه,,سلام ماشین اردی موتوری سالم کولر روشن بیمه تا برج ۴ معاینه فنی هم داره فنی سالم,2026-09-26T02:26:44.789958
gadaJWsu,https://divar.ir/v/gadaJWsu,تاکسی روا,۲ هفته پیش در تهران، نیروی دریایی، خ جاجرودی,tehran، niruye-daryaei,۶۵۵۰۰۰,655000,۱۳۸۸ - ۲۰۰۹,سبز,پژو آر دی (RD) دوگانه سوز CNG,دنده‌ای,دوگانه‌سوز دستی,"‏۳۲۰,۰۰۰,۰۰۰ تومان",320000000,سالم,سالم و پلمپ,سالم و پلمپ,خط و خش جزیی,سالم و پلمپ,"تاکسی فروشی
موتور گیربکس ودیفر سالم
داخل مرتب
لاستیک 70درصد
سقف ستون عقب جلو سالم
تک استارت روشن
قابل استفاده بکار
دوگانه سوز 
مدارک تکمیل بنام و قابل انتقال",2026-09-26T02:26:52.142601
gadioHUz,https://divar.ir/v/gadioHUz,پژو اردی مدل 82 زیر قیمت,۲ هفته پیش در تهران، تسلیحات، خ نصیری,tehran، taslihat,۳۹۰۰۰۰,390000,۱۳۸۲ - ۲۰۰۳,یشمی,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۲۸۰,۰۰۰,۰۰۰ تومان",280000000,سالم,سالم و پلمپ,سالم و پلمپ,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,"پژو اردی مدل 82 
فنی موتور درجه ۱ 
کاپوت و گلگیر رنگ
بدون روغن ریزی و روغن سوزی 
تمامی مصرفی ها تعویض شده
دف بدون زوزه و بی صدا
جلو بندی نو
لاستیک ها ۸۰ درصد
فرمان هیدرولیک و انژکتور درجه ۱ 
بشین برو مسافرت",2026-09-26T02:27:55.098407
gadOIja8,https://divar.ir/v/gadOIja8,آردی مدل 83 بی رنگ,۲ هفته پیش در تهران، دکتر هوشیار، خ بیست و یک متری جی,tehran، dr-hoshyar,۵۸۰۰۰,58000,۱۳۸۳ - ۲۰۰۴,یشمی,پژو آر دی آی (RDi) بنزینی,دنده‌ای,بنزین,"‏۶۵۰,۰۰۰,۰۰۰ تومان",650000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"آردی آی مدل 83
کارکرد واقعی
بدون رنگ
تضمینی",2026-09-26T02:28:05.671469
gadqXWwd,https://divar.ir/v/gadqXWwd,آردی مدل ۸۴,۲ هفته پیش در تهران، وحیدیه، خ احمد آبادی,tehran، vahidiyeh,۲۰۰۰۰۰,200000,۱۳۸۴ - ۲۰۰۵,یشمی,پژو آر دی آی (RDi) بنزینی,دنده‌ای,بنزین,"‏۴۱۵,۰۰۰,۰۰۰ تومان",415000000,سالم,سالم و پلمپ,سالم و پلمپ,دوررنگ,سالم و پلمپ,آردی مدل ۸۴ ماشین کاملا سالم وسلامت,2026-09-26T02:28:14.543794
gadKlzaT,https://divar.ir/v/gadKlzaT,پژو RD هیدرولیک ۸۴,۲ هفته پیش در تهران، بروجردی، خ امام خمینی,tehran، shahid-borujerdi,۲۳۰۰۰۰,230000,۱۳۸۴ - ۲۰۰۵,یشمی,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۲۵۰,۰۰۰,۰۰۰ تومان",250000000,سالم,سالم و پلمپ,سالم و پلمپ,خط و خش جزیی,سالم و پلمپ,"با سلام 
پژو آردی ۸۴ 
فرمون هیدرولیک و چند سالی هم هست که خوابیده و فقط استارت زدیم که باطریش نخوابه
فنی بسیار سالم و به شرط 
بدنه تو عکس مشخصه شاسی و عقب و جلو سالم 
ولی خط و خش و رنگ رو بدنه داره 
بیمه نداره و ۶ ماهه انجام میدم 
حتی کارواش هم نبردیم که خدایی نکرده بخوایم ظاهر مرتب و فنی خراب به مردم بدیم 
لطفا دلال تماس نگیره 
فقط مصرف کننده تماس بگیره لطفا",2026-09-26T02:28:58.570736
gadC03eM,https://divar.ir/v/gadC03eM,آردی آی ۱۶۰۰,۲ هفته پیش در تهران، نیروی دریایی، خ آزادگان,tehran، niruye-daryaei,۲۶۰۰۰۰,260000,۱۳۸۵ - ۲۰۰۶,سرمه‌ای,پژو آر دی آی (RDi) بنزینی,دنده‌ای,بنزین,"‏۴۰۰,۰۰۰,۰۰۰ تومان",400000000,سالم,ضربه‌خورده,سالم و پلمپ,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,نزدیک ۲۰ سال دست من است,2026-09-26T02:29:05.151444
